"Month","Total","Hol","VFR","Bus","Oth","NSW","VIC","QLD","SA","WA","TAS","NT","Hol_NSW","VFR_NSW","Bus_NSW","Oth_NSW","Hol_VIC","VFR_VIC","Bus_VIC","Oth_VIC","Hol_QLD","VFR_QLD","Bus_QLD","Oth_QLD","Hol_SA","VFR_SA","Bus_SA","Oth_SA","Hol_WA","VFR_WA","Bus_WA","Oth_WA","Hol_TAS","VFR_TAS","Bus_TAS","Oth_TAS","Hol_NT","VFR_NT","Bus_NT","Oth_NT"
"1998-11",22407.96098,10906.86939,5957.716615,4500.253155,1043.121824,7550.79026,4157.942454,5019.924857,1747.693974,2799.642172,667.3646248,464.6026383,3630.795422,2002.101947,1365.300419,552.5924713,1804.10248,1633.774137,552.5428032,167.5230343,2450.39628,1397.565436,1085.375822,86.5873186,875.8865252,449.8224041,364.4418449,57.5432,1420.297791,312.0758184,908.8538031,158.4147597,489.9697945,102.1082825,61.3773041,13.9092437,235.4210945,60.268589,162.3611582,6.5517966
"1998-12",20573.86427,8306.830691,8296.906895,3083.995582,886.1311078,7181.890604,4402.587615,4644.605916,1265.666802,2189.054817,725.1295257,164.9289947,2875.463277,2965.151834,887.4587228,453.8167705,1653.032479,1950.990488,596.4016028,202.1630452,1951.101827,1957.774905,655.3767861,80.3523979,510.4101248,459.92813,246.7562975,48.5722498,943.6984718,733.1442408,434.8316932,77.3804115,333.8098835,187.1550965,180.3183128,23.8462329,39.3146277,42.7622007,82.8521663,0
"1999-01",48008.8591,29031.96161,14566.99164,3414.421272,995.4845789,17238.64787,11178.30827,11003.56879,2978.142296,3504.240881,1660.807896,445.1431017,10609.56952,5416.900596,980.5728151,231.6049344,7210.283329,3364.891769,478.8044821,124.3286884,5992.170966,3372.070106,1118.537458,520.7902597,1783.906651,923.8476468,255.4018575,14.9861399,2300.50846,838.1225743,337.4333591,28.1764879,1038.150529,511.8326113,53.5555339,57.2692215,97.3721485,139.3263395,190.1157666,18.3288471
"1999-02",18827.49321,8701.968077,5817.418214,3545.943408,762.1635114,6400.373261,3958.751872,4428.259878,1328.771809,1725.274043,870.284759,115.7775893,2624.453267,2204.260593,1347.432441,224.2269599,2107.950401,1174.204533,540.5792999,136.0176376,1917.859918,1337.055725,981.0692646,192.2749703,740.4032199,365.0310755,121.5759294,101.7615844,764.6393993,536.2144104,372.9144039,51.5058296,513.5336873,175.1320257,155.4511389,26.1679071,33.1281847,25.5198518,26.9209303,30.2086225
"1999-03",19316.24516,9018.624862,6504.055934,3062.92443,730.6399341,6996.49085,3875.18023,3857.050886,1190.878735,2250.594963,788.8256426,357.2238526,2904.997874,2765.683381,1019.396681,306.4129132,1642.606202,1613.553924,500.3574454,118.6626585,2136.391644,873.9135564,650.2561651,196.4895209,488.9155759,393.5011009,290.1947089,18.2673493,1215.670404,649.3418765,312.2876347,73.2950479,550.0236123,95.8138703,125.4757157,17.5124443,80.0195497,112.2482242,164.9560787,0
"1999-04",26243.80311,13897.54014,7635.82108,3651.602213,1058.839672,9159.915462,4618.59623,6676.962089,1949.606058,2917.976046,650.5162075,270.2310129,4612.698078,2742.747747,1297.23235,507.2372872,2578.534816,1501.528931,390.2548867,148.2775961,3349.304262,1731.486427,1432.769525,163.4018749,972.2535884,619.0458576,227.9853274,130.3212848,1991.337352,641.1813669,204.6318427,80.8254846,236.8566698,333.2726835,51.6107099,28.7761443,156.5553741,66.558068,47.1175708,0
"1999-05",19938.44914,8870.577873,5815.082723,4518.576455,734.2120848,6359.841622,3737.213941,5224.357552,1570.13543,1991.688463,509.9065833,545.305544,2784.687862,2223.496314,1167.095725,184.5617209,1633.708055,1016.426963,947.2498155,139.8291086,2340.064828,1277.445361,1340.901384,265.9459787,670.7912394,531.5180499,298.3813429,69.4447974,841.5574809,580.3178451,533.4152396,36.397897,297.609013,122.7969584,62.9886063,26.5120056,302.1593947,63.0812315,168.5443412,11.5205766
"1999-06",19771.90804,8898.166102,6315.016246,3708.310187,850.4155046,6173.701293,3533.969358,5178.446484,1301.004307,2213.082108,644.6969453,727.0075437,2539.18469,2160.514264,1205.051906,268.9504332,1660.307387,1142.281263,541.9365356,189.4441729,2529.306781,1625.205506,943.3135513,80.6206449,588.1306573,362.5607459,213.1746965,137.1382068,994.0969493,685.6743292,421.9516769,111.3591529,255.392633,169.4191982,175.0811671,44.803947,331.7470037,169.3609391,207.800654,18.0989469
"1999-07",24133.82643,11514.6511,7649.064806,3876.168262,1093.942257,8107.307024,3722.382288,6316.308719,1811.706845,2761.62964,607.9005854,806.5913254,3505.187685,2876.169177,1545.631236,180.3189258,1696.992911,1200.569289,600.6181859,224.2019019,3198.727546,1888.002245,754.2137556,475.3651722,719.4278202,709.7063304,316.9134918,65.6592023,1433.392967,689.8841997,508.2515123,130.1009613,339.9326518,160.8251577,99.9572856,7.1854903,620.9895201,123.9084066,50.5827951,11.1106036
"1999-08",22688.69683,11245.89071,5937.815409,3870.678858,1634.311853,6555.280528,3396.714689,7843.728192,1091.300555,2474.838608,412.3214911,914.512769,2922.593333,2091.870458,1241.624747,299.1919904,1712.258472,1061.08525,505.8808534,117.4901133,4219.045881,1566.181938,985.2210551,1073.279318,479.2968464,399.8566051,207.5973862,4.5497177,1185.938159,562.1391082,590.3191856,136.4421551,187.0455713,144.8018769,77.1154842,3.3585587,539.7124489,111.8801733,262.9201468,0
"1999-09",24081.75568,12669.59383,6463.267893,3983.304386,965.5895665,6992.342586,3388.927893,8868.365011,1266.621228,2370.48864,511.4887484,683.5215742,2935.444621,2200.295734,1666.416905,190.1853254,1729.395324,1144.966931,438.7795241,75.7861135,5581.603706,1940.421697,922.3257258,424.0138824,567.6979636,450.3299838,207.5759928,41.0172878,1243.224935,542.5067146,435.683641,149.0733486,216.0754931,74.340455,195.5696091,25.5031912,396.1517907,110.406378,116.9529879,60.0104176
"1999-10",25775.81391,14463.73038,6749.04394,3494.029767,1069.009822,9075.803184,3837.063262,7134.971216,1838.97621,2608.284194,637.2669648,643.4488742,4570.338667,2701.603211,1396.895149,406.9661567,1955.67058,1285.908382,484.8096729,110.6746276,4328.471743,1686.662002,858.6028638,261.2346067,988.8835605,448.778447,266.6249381,134.6892648,1806.299717,456.2834402,255.8811957,89.8198416,345.3447515,136.8768617,124.6026035,30.4427481,468.7213586,32.9315956,106.6133436,35.1825764
"1999-11",20927.48717,9468.545521,6385.911359,3490.480289,1582.550002,7990.636131,3506.988716,5397.203594,1231.371207,1803.751956,518.4624575,479.0731096,2732.954623,3023.886983,1247.937236,985.8572889,1644.27916,1068.135576,726.3785188,68.1954605,3041.1854,1401.499369,636.4802736,318.038551,610.0843121,425.1622859,160.1183426,36.0062667,746.1996593,401.2274951,498.7014235,157.6233783,348.7041726,52.1700242,114.3653729,3.2228878,345.1381936,13.8296253,106.4991219,13.6061688
"1999-12",20302.20888,8179.537098,7247.955496,3573.565683,1301.150599,7478.362038,3305.406823,5262.000919,1422.108387,2061.220281,577.0655819,196.0448458,2961.069498,2969.349017,1146.157646,401.7858772,1263.615097,1279.937378,620.657079,141.1972697,2551.720081,1716.073512,635.6172307,358.5900964,465.4609696,583.9119142,80.9562806,291.7792224,654.0801401,498.6000955,864.3423901,44.1976551,221.983049,187.6895064,127.5882137,39.8048128,61.6082647,12.3940735,98.2468424,23.7956652
"2000-01",43704.58993,27022.84679,13475.0454,1962.455261,1244.242484,15616.28173,10087.20852,9002.628849,3585.033921,3736.027417,1115.938186,561.4713138,9738.861868,4726.706561,676.8581343,473.8551662,6145.529904,3050.283025,521.2860329,370.1095546,6057.884664,2491.672811,334.2326255,118.8387487,1846.950841,1456.377165,175.6164421,106.0894729,2397.378978,1064.163527,136.163439,138.3214734,666.6925978,349.1698414,75.6197743,24.4559723,169.5479368,336.6724691,42.6788124,12.5720955
"2000-02",19147.16463,9119.042574,5292.152194,3936.041028,799.9288335,6826.96078,3696.316418,4423.516536,1693.56689,1475.616395,655.9391546,375.2484562,3425.594668,2040.820261,1120.651165,239.8946855,1770.549627,1179.361247,683.6828161,62.7227277,1879.119122,1106.459421,1202.348462,235.5895298,737.5744209,462.0149516,366.6002623,127.3772549,921.9157302,266.3532287,182.6462184,104.7012175,341.1311101,201.4746365,92.0517021,21.2817059,43.1578951,35.6684476,288.0604013,8.3617122
"2000-03",21449.86884,10693.08247,5831.323606,3832.248314,1093.214446,6625.929207,4489.975887,4960.394384,1454.977815,2653.1492,893.7788436,371.6635009,3153.028247,1983.552097,1164.182903,325.1659593,2122.484499,1562.105797,534.6676163,270.7179755,2148.88995,1276.952979,1232.348277,302.2031786,580.0100571,390.3663635,440.1976814,44.4037126,1742.358298,518.1902564,302.7602757,89.8403699,661.0267116,91.0815365,91.0251586,50.6454369,285.2847082,9.0745778,67.0664016,10.2378133
"2000-04",25796.69178,13955.63885,7229.941871,3926.556211,684.5548432,8478.177005,5391.101726,6126.568745,1856.098791,2766.438725,743.6207925,434.6859928,4272.064925,2367.921305,1561.271001,276.919773,3040.396269,1619.588599,634.6179595,96.498899,3280.76435,1764.109287,884.0471074,197.6480013,1003.824899,462.1870964,347.7303359,42.3564596,1658.480687,701.1026419,354.9684119,51.8869844,429.1394453,257.037287,42.2885609,15.1554993,270.968277,57.9956555,101.6328337,4.0892266
"2000-05",19754.25197,8912.453476,6333.184995,3351.245248,1157.368248,7321.025625,3403.813934,4847.692386,1427.19492,1989.889653,418.0198976,346.6155522,3500.007755,2475.233849,984.4667679,361.3172526,1346.193172,1203.82269,482.8629638,370.9351078,2627.435354,1279.124037,795.6097117,145.5232837,336.7685698,564.1216482,418.6378033,107.6668989,796.4712068,618.825951,438.9164347,135.6760604,149.3421458,163.1503843,92.8479975,12.67937,156.2352729,28.9064355,137.9035692,23.5702746
"2000-06",18200.15444,8310.670303,5770.327644,3237.19001,881.9664792,5562.01207,3198.458717,4931.358794,1300.329507,2002.875075,456.52679,748.5934839,2100.400728,2061.408498,1090.341418,309.8614258,1370.193408,1102.138496,533.5874809,192.5393317,2675.027858,1501.44955,681.2558675,73.6255185,515.7831719,437.4832106,138.9693174,208.0938074,1056.151936,498.8266628,380.9442148,66.9522611,271.9778784,87.8910928,74.4700179,22.1878009,321.1353222,81.1301342,337.6216937,8.7063338
"2000-07",22838.40094,11178.6846,6694.833706,3897.424218,1067.458408,6590.952534,3630.419428,6828.098404,1742.061344,2498.671744,542.2929588,1005.904524,2904.163209,2176.958352,1193.336477,316.4944969,1683.773639,1173.446013,602.9534701,170.2463063,3575.323305,2020.575209,1021.604248,210.5956419,911.7005904,321.3906892,434.9170652,74.0529992,1288.708589,656.8585788,479.4145526,73.6900234,282.7847163,146.28879,106.3324035,6.887049,532.2305561,199.3160751,58.8660016,215.4918914
"2000-08",20210.7035,9981.954567,5602.688987,3661.885478,964.1744648,6300.578447,3520.6609,5710.762037,1459.089912,1749.353732,343.7708522,1126.487617,2882.804528,1858.776048,1195.133184,363.8646869,1604.590969,1084.111277,701.5141941,130.4444599,2898.93856,1753.40312,811.8040111,246.616346,818.084849,349.6786161,276.8461432,14.4803041,957.4756299,336.0162247,305.7455136,150.116364,107.0362396,52.9684528,143.1195301,40.6466297,713.0237926,167.7352478,227.7229024,18.0056742
"2000-09",25947.42523,13617.81753,7650.239566,3645.328323,1034.039806,9056.549567,3411.369833,8356.451721,1533.553999,1970.125226,687.7986908,931.5761912,4528.07314,2841.970921,1339.739718,346.7657877,1534.834812,1273.924676,541.7117013,60.8986441,4542.269055,2247.932069,1086.842625,479.4079719,922.8356033,323.9932922,257.6525516,29.0725522,1079.206494,562.871092,241.6204164,86.4272235,422.4782493,175.9541249,72.0806284,17.2856882,588.1201808,223.5933901,105.6806823,14.181938
"2000-10",27135.9044,14384.86099,7630.793683,4126.281427,993.9683037,9462.951044,4386.939112,7106.646475,1746.231428,2893.614271,796.2886272,743.2334423,5266.645752,2542.23335,1392.193253,261.8786891,1870.554584,1674.95828,639.4282683,201.9979799,3953.255973,2049.787019,880.3350057,223.2684771,831.5352767,515.7074866,305.4018803,93.5867844,1538.091496,606.2682788,585.4185682,163.8359286,423.2239187,213.5935246,143.3761696,16.0950143,501.5539858,28.2457437,180.1282825,33.3054303
"2000-11",22254.52682,10156.57676,6361.271521,4690.407194,1046.271345,7241.864577,4317.160294,5561.084677,1372.848816,2431.141592,711.9176589,618.5092056,2933.241783,2394.065335,1417.212601,497.3448574,2026.006623,1111.409996,932.97162,246.7720558,2946.409601,1368.911326,1038.063261,207.7004886,631.2604604,271.6721042,427.851114,42.0651373,754.7025748,949.696086,694.2992042,32.4437271,415.4024273,190.8732981,87.963102,17.6788315,449.5532914,74.6433754,92.0462918,2.266247
"2000-12",21956.22012,8973.145194,7903.560685,4201.082753,878.4314843,8629.871418,3876.787854,4984.710766,1535.957728,1928.300338,617.8352138,382.7567975,3252.923229,3429.805033,1423.345059,523.7980973,1565.618961,1593.428003,621.3112943,96.4295966,2431.637566,1603.237366,799.7147432,150.1210899,576.5288088,431.8597633,467.9383052,59.6308506,729.6096597,604.0466055,565.7451815,28.8988916,319.3503048,223.995691,56.9382704,17.5509476,97.4766645,17.1882234,266.0898989,2.0020107
"2001-01",41440.85006,26306.61797,11929.91002,2318.080339,886.2417273,14691.97152,10426.35357,8821.580241,2951.948126,2984.45516,1247.556736,316.9847077,9248.640354,4397.56312,787.5084908,258.2595584,7213.601294,2565.402899,457.8174168,189.5319569,5445.878196,2568.410973,514.8143561,292.4767158,1674.524206,995.5080106,239.7601828,42.155727,1829.24794,887.5592215,191.1882864,76.4597117,762.8136383,370.153563,102.4840683,12.105466,131.912347,145.3122313,24.5075379,15.2525915
"2001-02",20656.0961,9816.410582,6384.052364,3454.504956,1001.128203,7547.894161,4196.744417,4551.65007,1556.747579,1717.023392,962.9758225,123.060663,3248.850877,2673.260932,1361.437517,264.3448351,2089.796349,1368.388222,656.6483135,81.9115323,2408.480088,1174.658736,548.7244323,419.7868132,560.3755183,538.8726311,340.769261,116.7301689,773.6341013,436.6437587,398.8725623,107.8729694,695.5219321,188.5058715,69.0481493,9.8998696,39.7517158,3.7222126,79.0047202,0.5820144
"2001-03",17038.67162,7785.926932,5108.609911,3251.89493,892.2398473,5605.363183,3921.225317,3724.072194,1320.979239,1463.007418,676.3441409,327.6801287,2531.956718,1727.896965,1085.718738,259.7907621,1782.695862,1231.928888,645.4568932,261.143674,1714.294048,1142.613569,704.1390933,163.0254838,800.349568,332.7451498,161.0100811,26.8744398,527.4587888,522.6751114,373.4262065,39.447311,363.8746559,127.4300309,45.3918943,139.6475598,65.297292,23.3201962,236.7520237,2.3106168
"2001-04",27805.8227,14608.1647,8783.907243,3567.870459,845.8803018,10215.42642,4901.736524,5940.21811,1815.720324,3395.012233,739.176847,798.5322468,4913.665641,4073.959353,912.4676857,315.3337354,2830.214096,1377.345989,433.369871,260.8065678,3132.028745,1911.093873,744.5983398,152.4971525,926.4858763,591.3001168,239.4877532,58.4465773,2021.295786,674.5979469,653.1391897,45.9793101,557.2683145,128.0379609,42.7979545,11.0726171,227.2062364,27.5720037,542.0096651,1.7443416
"2001-05",18255.96779,8442.884571,5127.398801,3527.086451,1158.597966,6221.28092,3440.193526,4364.629491,1544.036572,1682.004477,454.7390137,549.0837896,2545.220778,1895.089921,1286.954178,494.016043,1626.025411,1008.460233,715.6350207,90.0728619,2062.011339,1360.257976,715.6657653,226.6944112,731.7261204,398.6237479,251.4071898,162.2795134,844.4202936,340.4623118,336.5386362,160.5832352,265.0044761,107.5247971,73.9665214,8.2432191,368.4761537,16.9798152,146.9191388,16.7086819
"2001-06",20668.96038,9505.087915,6381.452909,3214.19388,1568.225677,6516.920903,3705.647575,6389.917432,1123.733617,1741.063101,570.1119432,621.5658095,2580.252849,2360.436449,1141.294632,434.936974,1749.034219,1347.890569,490.2435202,118.4792678,3241.292056,1654.45237,831.1072759,663.0657293,502.622838,335.6142074,204.3765901,81.1199811,716.0953023,438.1445443,371.5853491,215.2379055,334.2438164,162.7513196,53.7718174,19.3449898,381.5468346,82.16345,121.8146957,36.0408292
"2001-07",23421.63529,10126.11174,8533.601651,3906.779434,855.1424669,8004.482017,4604.064789,5419.378062,1694.711339,2308.45385,456.7725025,933.7727289,3138.833129,3490.01074,1220.929436,154.7087126,1894.584862,1894.138132,632.7464542,182.5953415,2542.899153,1754.478937,940.3712675,181.628705,784.6997087,546.615857,286.034416,77.3613568,1168.535136,487.2552007,538.1737253,114.4897873,167.4752015,145.5126747,123.3862628,20.3983635,429.0845468,215.59011,165.1378719,123.9602002
"2001-08",22497.92704,11011.17808,6143.503157,4222.229694,1121.016106,6117.384762,3304.439461,8069.857051,1250.98352,2182.594692,336.6388033,1236.02875,2315.359496,2243.51512,1233.616452,324.8936945,1463.274428,740.1697121,811.1387598,289.856561,4578.346668,2052.700252,1108.05674,330.7533912,466.4739107,382.3496922,304.6621222,97.4977944,1107.758761,560.0179111,475.9682107,38.8498092,184.6819996,62.279037,68.1838794,21.4938873,895.2828187,102.4714332,220.6035296,17.6709688
"2001-09",22730.89081,11600.60666,6151.527426,3656.469176,1322.287544,6998.022822,3496.067738,7639.108624,1178.53655,2427.085278,485.6550639,506.4147326,3330.802652,2153.604879,1266.303652,247.3116391,1412.186042,1127.461628,631.1503865,325.2696817,4346.204322,1778.515875,950.508674,563.8797528,575.9865267,277.180441,215.3403934,110.0291886,1361.746945,573.5600158,429.8301854,61.9481314,239.3346122,149.4180809,88.0735367,8.8288341,334.3455616,91.786507,75.2623478,5.0203162
"2001-10",28043.35958,15693.24306,7026.11231,3745.988465,1578.015748,8130.895807,4370.209844,8521.498422,1786.430603,3784.104735,680.7386829,769.4814886,4367.584408,2260.435911,1333.816296,169.059192,1679.529738,1448.325093,775.9811376,466.3738752,5398.970153,1679.370687,773.0822971,670.0752853,1064.795096,565.0273015,109.7833559,46.8248497,2272.183779,863.1226078,521.1113317,127.6870169,402.1718121,166.7976702,60.2292397,51.5399609,508.0080733,43.0330407,171.9848062,46.4555684
"2001-11",19598.08684,8852.439833,5488.777684,4305.353912,951.5154112,6824.956825,3803.54286,4757.728524,1330.894294,2146.654246,376.9938377,357.3162529,2744.549088,1994.167597,1538.203528,548.036612,1862.834987,1182.821035,622.7450196,135.1418175,2215.300452,1281.700681,1162.362175,98.3652159,569.7082491,451.2333004,226.0088343,83.9439104,1128.484642,418.7203444,575.6659894,23.78327,190.3088742,101.0887377,57.2016555,28.3945703,141.2535398,59.0459886,123.1667094,33.8500151
"2001-12",21829.03218,9186.247505,8567.123345,2699.898066,1375.763261,7009.145185,4771.43015,5907.935831,1609.918312,1851.681654,547.2899219,131.6311215,2714.888301,3009.075352,857.5639515,427.6175811,1626.649954,2387.727742,576.2121503,180.8403035,3019.001643,1653.885058,725.0430063,510.0061234,796.9045063,631.2655007,79.7569655,101.9913396,764.5911314,683.6064616,273.1396782,130.344383,223.4542211,158.7332127,155.7176542,9.3848339,40.7577478,42.8300178,32.4646596,15.5786963
"2002-01",43547.47974,26132.19001,13951.9105,2432.759855,1030.619379,14198.08131,10174.98318,10259.20401,2855.644189,4018.419683,1822.784214,218.3631555,8472.989683,4757.095146,717.9571649,250.0393162,5750.627757,3579.430507,561.1152894,283.8096239,6604.151736,2991.607986,367.9627899,295.4814999,1543.504972,989.9899441,258.4995084,63.6497644,2568.904411,1054.709025,263.0563818,131.7498649,1155.108855,415.2575584,250.1053769,2.3124231,36.9025956,163.82033,14.0633435,3.5768864
"2002-02",19340.54187,9427.834881,5232.450595,3432.042264,1248.214128,6489.53102,3744.708156,4322.504916,1202.435231,2651.662907,635.3728254,294.3268125,3317.714341,2015.421197,838.8401025,317.5553798,1625.545815,972.6142609,625.5981502,520.9499292,2351.226847,1016.41681,738.2134702,216.6477895,590.9201575,384.1144574,183.7101322,43.6904837,1068.75145,691.4204679,801.4353428,90.0556469,424.168787,135.69516,17.7805532,57.7283252,49.5074842,16.7682418,226.4645125,1.586574
"2002-03",20074.55053,9461.356973,5594.464253,3923.164451,1095.564857,7036.759628,4492.824492,4457.25623,1285.726928,1839.252573,758.1033617,204.6273214,3205.833542,2108.774291,1549.994528,172.1572661,2340.253093,1479.010087,484.6161612,188.945151,2146.486429,1000.57805,882.959464,427.2322866,537.9335983,352.0393258,206.3902672,189.3637369,594.2457098,554.2305569,587.2894013,103.4869046,543.5729125,93.0501053,108.1723433,13.3080006,93.0316878,6.7818363,103.7422861,1.0715112
"2002-04",24742.17323,12717.35086,8293.340317,3076.23111,655.2509389,9241.523959,4846.042494,5279.927216,2110.195646,2352.181337,600.3722033,311.9303732,4321.858148,3576.371494,1147.400291,195.8940253,2541.660579,1819.048518,394.6917783,90.6416192,3129.087235,1198.978787,743.8727965,207.9883976,961.3006444,881.7938078,218.30558,48.7956138,1299.435348,625.4922758,354.7535278,72.5001855,331.6517113,159.7716844,101.3187825,7.6300251,132.3571972,31.8837496,115.888354,31.8010724
"2002-05",18440.98284,7378.262238,6795.613363,3532.767165,734.3400751,6022.257684,3519.462251,4341.53616,1303.926566,2007.116045,516.0517894,730.6323467,2281.408195,2311.00131,1234.28333,195.5648492,1259.38909,1621.903152,498.6506941,139.5193147,1819.644306,1557.23135,821.4726209,143.1878834,522.3569631,325.2888192,299.1950114,157.0857722,701.0377983,796.8433164,439.9958601,69.2390705,318.5129946,94.2487522,82.4628262,20.8272164,475.9128916,89.0966639,156.7068225,8.9159687
"2002-06",19446.73314,9207.339954,5437.03144,3756.122457,1046.239289,6785.01008,3479.76732,4517.586052,1440.941667,2227.123249,436.4156805,559.8890914,2917.255006,2058.937231,1175.481816,633.3360269,1716.970789,1134.487178,543.6209561,84.6883972,2387.10857,1107.925694,842.1706226,180.3811659,789.8215933,374.1847711,241.4797723,35.4555301,946.3128476,602.7867207,595.9478157,82.0758653,192.3937848,135.0165574,80.7728713,28.232467,257.477363,23.6932881,276.6486035,2.0698368
"2002-07",25004.06572,10734.21409,8130.062256,4878.297583,1261.491789,8310.754089,3886.566156,6572.470781,1582.538556,2769.403433,908.818772,973.5139306,3419.831207,2952.636272,1581.86548,356.4211306,1446.943107,1287.268678,909.9649042,242.3894662,3334.581833,2197.327407,764.0579191,276.5036224,633.5900644,628.714696,256.898107,63.3356887,1228.241432,542.4573759,732.5235725,266.1810517,135.8090223,193.5832502,567.71685,11.7096495,535.2174234,328.0745761,65.2707509,44.9511802
